Fragrance Note,Image,Group,Description
Alumroot,https://fimgs.net/mdimg/sastojci/m.624.jpg?1440959481,FLOWERS,NULL
Alyssum,https://fimgs.net/mdimg/sastojci/m.609.jpg?1598664314,FLOWERS,A honey sweet floral note.
Amarillys,https://fimgs.net/mdimg/sastojci/m.279.jpg?1440959660,FLOWERS,a floral note with fruity undertone between nectarine and rose.
Anemone,https://fimgs.net/mdimg/sastojci/m.244.jpg?1440960182,FLOWERS,soft lightly powdery and pungent scent of real anemones (which smell especially pungent when dead)
Angel's Trumpet,https://fimgs.net/mdimg/sastojci/m.377.jpg?1440959846,FLOWERS,"a very fragrant variation of datura plant, sweet, penetrating, intoxicating, tropical night flower scent"
Apple Blossom,https://fimgs.net/mdimg/sastojci/m.285.jpg?1441046766,FLOWERS,"a fantasy fruity floral note, light and spring-like."
Apricot Blossom,https://fimgs.net/mdimg/sastojci/m.365.jpg?1441050401,FLOWERS,a fantasy floral note of a delicate airy character.
Ashoka Flower,https://fimgs.net/mdimg/sastojci/m.827.jpg?1598660163,FLOWERS,NULL
Azteca Lily,https://fimgs.net/mdimg/sastojci/m.1099.jpg?1615931387,FLOWERS,NULL
Banana Flower,https://fimgs.net/mdimg/sastojci/m.957.jpg?1598893273,FLOWERS,NULL
Begonia,https://fimgs.net/mdimg/sastojci/m.1060.jpg?1601077540,FLOWERS,NULL
Belladona,https://fimgs.net/mdimg/sastojci/m.496.jpg?1441042449,FLOWERS,NULL
Bellflower,https://fimgs.net/mdimg/sastojci/m.293.jpg?1441242052,FLOWERS,"belongs to the Campanula family, a plant with purple flowers"
Bergamot Blossom,https://fimgs.net/mdimg/sastojci/m.680.jpg?1429729618,FLOWERS,NULL
Black Currant Blossom,https://fimgs.net/mdimg/sastojci/m.133.jpg?1440791004,FLOWERS,"sweet, fruity scent, less ""catty"" than the leaves and buds, with a tangy background nuance"
Blackberry Blossom,https://fimgs.net/mdimg/sastojci/m.886.jpg?1532360894,FLOWERS,NULL
Blue Lilies,https://fimgs.net/mdimg/sastojci/m.787.jpg?1500286545,FLOWERS,NULL
Blue Poppy,https://fimgs.net/mdimg/sastojci/m.342.jpg?1441232050,FLOWERS,fantasy note inspired by the Himmalayan Blue Poppy which oddly has no fragrance!
Bougainvillea,https://fimgs.net/mdimg/sastojci/m.466.jpg?1441044058,FLOWERS,NULL
Bread Flower,https://fimgs.net/mdimg/sastojci/m.846.jpg?1517006998,FLOWERS,NULL
Bromelia,https://fimgs.net/mdimg/sastojci/m.633.jpg?1441044935,FLOWERS,NULL
Buddleia,https://fimgs.net/mdimg/sastojci/m.604.jpg?1598599063,FLOWERS,NULL
Butomus umbellatus,https://fimgs.net/mdimg/sastojci/m.859.jpg?1518622272,FLOWERS,NULL
Buttercup,https://fimgs.net/mdimg/sastojci/m.885.jpg?1598726447,FLOWERS,NULL
Camellia,https://fimgs.net/mdimg/sastojci/m.254.jpg?1441136447,FLOWERS,"a fantasy floral note based on the idea of camellia, a beautiful scentless flower"
Cannonball Flower,https://fimgs.net/mdimg/sastojci/m.826.jpg?1598725652,FLOWERS,NULL
Carambola blossom,https://fimgs.net/mdimg/sastojci/m.675.jpg?1429190978,FLOWERS,NULL
Carnation,https://fimgs.net/mdimg/sastojci/m.7.jpg?1441136893,FLOWERS,"A spicy floral scent, with clove-like undertone, bright and vivid."
Celosia,https://fimgs.net/mdimg/sastojci/m.605.jpg?1373715697,FLOWERS,NULL
Chamomile,https://fimgs.net/mdimg/sastojci/m.289.jpg?1441302663,FLOWERS,An aromatic herbal fragrance with green and spicy nuances.
Champaca,https://fimgs.net/mdimg/sastojci/m.243.jpg?1585711212,FLOWERS,A warm heady floral.
Cherry Blossom,https://fimgs.net/mdimg/sastojci/m.298.jpg?1441049583,FLOWERS,A fantasy floral note of light fresh blooms.
Chimonanthus or Wintersweet,https://fimgs.net/mdimg/sastojci/m.489.jpg?1441131863,FLOWERS,NULL
China Rose,https://fimgs.net/mdimg/sastojci/m.797.jpg?1455907018,FLOWERS,NULL
Chinotto blossom,https://fimgs.net/mdimg/sastojci/m.867.jpg?1520522209,FLOWERS,NULL
Chocolate Flower,https://fimgs.net/mdimg/sastojci/m.189.jpg?1441045752,FLOWERS,"smelling of chocolate, delicious, bittersweet note"
Christmas Tree or Flame Tree,https://fimgs.net/mdimg/sastojci/m.502.jpg?1441242828,FLOWERS,NULL
Chrysanthemum,https://fimgs.net/mdimg/sastojci/m.211.jpg?1441300104,FLOWERS,"an herbal, slightly musty note with green and spicy facets. "
Clematis,https://fimgs.net/mdimg/sastojci/m.877.jpg?1599019740,FLOWERS,"Different species of clematis offer different fragrance profiles, from minty-chocolate to honeyed."
Clover,https://fimgs.net/mdimg/sastojci/m.125.jpg?1441054953,FLOWERS,a sweet honey floral and green note.
Coffee blossom,https://fimgs.net/mdimg/sastojci/m.561.jpg?1441047339,FLOWERS,NULL
"Cornflower, Sultan seeds",https://fimgs.net/mdimg/sastojci/m.463.jpg?1441243245,FLOWERS,NULL
Cosmos Flower,https://fimgs.net/mdimg/sastojci/m.912.jpg?1541026883,FLOWERS,NULL
Costus,https://fimgs.net/mdimg/sastojci/m.439.jpg?1585807005,FLOWERS,"a sensual and dirty, rooty note reminiscent of unwashed hair."
Cotton Flower,https://fimgs.net/mdimg/sastojci/m.301.jpg?1441048653,FLOWERS,"a fantasy note, fluffy, soft, powdery, comfortable."
Crinum lily,https://fimgs.net/mdimg/sastojci/m.659.jpg?1419243475,FLOWERS,NULL
Cyclamen,https://fimgs.net/mdimg/sastojci/m.166.jpg?1441046044,FLOWERS,"A fine synthetic note replicating the refined, light, clean and mysterious scent of cyclamen flowers."
Dahlia,https://fimgs.net/mdimg/sastojci/m.560.jpg?1441054024,FLOWERS,a fantasy floral note.
Daisy,https://fimgs.net/mdimg/sastojci/m.468.jpg?1441209455,FLOWERS,"A fantasy floral note, usually is of delicate wildflower character."
Dandelion,https://fimgs.net/mdimg/sastojci/m.505.jpg?1441209683,FLOWERS,"citrusy, hint of rose, aromatic, bitter-sweet bouquet."
Daphne,https://fimgs.net/mdimg/sastojci/m.625.jpg?1500286619,FLOWERS,Daphne is a flowering shrub with a gentle airy floral aroma.
deadnettle,https://fimgs.net/mdimg/sastojci/m.1034.jpg?1579409193,FLOWERS,Deadnettle essential oil contains a high amount of Germacrene D. It possesses a complex woody piney hay earthy green scent.
Delonix,https://fimgs.net/mdimg/sastojci/m.1020.jpg?1599069486,FLOWERS,NULL
Desert Rose,https://fimgs.net/mdimg/sastojci/m.469.jpg?1441233110,FLOWERS,NULL
Dianthus,https://fimgs.net/mdimg/sastojci/m.700.jpg?1436424526,FLOWERS,NULL
Dove tree,https://fimgs.net/mdimg/sastojci/m.419.jpg?1441243063,FLOWERS,NULL
Dried Rose,https://fimgs.net/mdimg/sastojci/m.971.jpg?1598662046,FLOWERS,NULL
Dyer's Greenweed,https://fimgs.net/mdimg/sastojci/m.238.jpg?1441241751,FLOWERS,"a wild flower in the Genista family with a dry, cool, bracken-like scent profile of broom."
Edelweiss,https://fimgs.net/mdimg/sastojci/m.401.jpg?1441234982,FLOWERS,A fantasy floral note.
Eglantine Rose,https://fimgs.net/mdimg/sastojci/m.977.jpg?1561615586,FLOWERS,NULL
Elderflower,https://fimgs.net/mdimg/sastojci/m.140.jpg?1441240824,FLOWERS,part of the Sambucus family with a floral-herbal aroma and intense berry scent when infused
Encian,https://fimgs.net/mdimg/sastojci/m.397.jpg?1588394280,FLOWERS,NULL
English marigold,https://fimgs.net/mdimg/sastojci/m.191.jpg?1441212869,FLOWERS,"an herbal, aromatic fragrance."
Erigeron (Fleabane),https://fimgs.net/mdimg/sastojci/m.1113.jpg?1618478086,FLOWERS,NULL
Field scabious,https://fimgs.net/mdimg/sastojci/m.651.jpg?1413181591,FLOWERS,NULL
Fire Lily,https://fimgs.net/mdimg/sastojci/m.1105.jpg?1616887415,FLOWERS,NULL
Flamingo flower (Anthurium),https://fimgs.net/mdimg/sastojci/m.917.jpg?1543311172,FLOWERS,NULL
Flax,https://fimgs.net/mdimg/sastojci/m.291.jpg?1441143071,FLOWERS,"a mild, nutty scent from flax seeds, which can turn fishy when rancid"
Floral Notes,https://fimgs.net/mdimg/sastojci/m.314.jpg?1585616440,FLOWERS,Floral notes are an essential part of almost every perfume. They can be natural or synthetic. 
Forget me not,https://fimgs.net/mdimg/sastojci/m.421.jpg?1441213290,FLOWERS,A fantasy note with transparent green fresh nuances.
Fragonia,https://fimgs.net/mdimg/sastojci/m.522.jpg?1441055399,FLOWERS,NULL
Freesia,https://fimgs.net/mdimg/sastojci/m.94.jpg?1441055573,FLOWERS,A fresh spicy powdery floral note.
Fuchsia,https://fimgs.net/mdimg/sastojci/m.272.jpg?1441055739,FLOWERS,sweet floral note that is almost edible
Geranium,https://fimgs.net/mdimg/sastojci/m.21.jpg?1441056203,FLOWERS,Leaves are distilled to give a full rosy nuance with green aromatic undertones.
Gerbera,https://fimgs.net/mdimg/sastojci/m.450.jpg?1441056356,FLOWERS,NULL
Gladiolus,https://fimgs.net/mdimg/sastojci/m.364.jpg?1441128876,FLOWERS,"very subtle floral scent of freshness and light sweetness mixed with ""clean"" green"
Goldenrod,https://fimgs.net/mdimg/sastojci/m.686.jpg?1441129965,FLOWERS,NULL
Gorse,https://fimgs.net/mdimg/sastojci/m.566.jpg?1441130159,FLOWERS,NULL
grapeflower,https://fimgs.net/mdimg/sastojci/m.1047.jpg?1586571881,FLOWERS,A fantasy floral accord created of natural and synthetic materials.
Green Nard,https://fimgs.net/mdimg/sastojci/m.778.jpg?1598588232,FLOWERS,NULL
Green Tea Flower,https://fimgs.net/mdimg/sastojci/m.864.jpg?1598596979,FLOWERS,NULL
Guava blossom,https://fimgs.net/mdimg/sastojci/m.676.jpg?1598657854,FLOWERS,"Guava flowers do not have a distinctive fragrance, it is a fantasy fruity-floral note."
Guayacan,https://fimgs.net/mdimg/sastojci/m.1075.jpg?1612578906,FLOWERS,NULL
Hawthorn,https://fimgs.net/mdimg/sastojci/m.89.jpg?1441129650,FLOWERS,a strong floral honeyed sweet fragrance with dirty animalic nuances.
Hazel Blossom,https://fimgs.net/mdimg/sastojci/m.1015.jpg?1599068833,FLOWERS,NULL
Heather,https://fimgs.net/mdimg/sastojci/m.473.jpg?1588390748,FLOWERS,a sweet and aromatic honey floral note
Heliotrope,https://fimgs.net/mdimg/sastojci/m.99.jpg?1441130787,FLOWERS,"almond-smelling, vanilla-like note with very hazy, flou contours, recreated via heliotropin"
Hellabore Flower,https://fimgs.net/mdimg/sastojci/m.357.jpg?1441142721,FLOWERS,powdery smelling note that recalls primroses
Hemlock,https://fimgs.net/mdimg/sastojci/m.497.jpg?1441229354,FLOWERS,NULL
Hibiscus,https://fimgs.net/mdimg/sastojci/m.187.jpg?1441131104,FLOWERS,"a soft floral note with musky undertones.
"
Hoary Stock,https://fimgs.net/mdimg/sastojci/m.701.jpg?1598723212,FLOWERS,NULL
Holly Flower,https://fimgs.net/mdimg/sastojci/m.752.jpg?1598723665,FLOWERS,NULL
Hollyhock,https://fimgs.net/mdimg/sastojci/m.705.jpg?1598658367,FLOWERS,NULL
Honeybush or Cyclopia,https://fimgs.net/mdimg/sastojci/m.814.jpg?1503321378,FLOWERS,NULL
Honeydew Blossom,https://fimgs.net/mdimg/sastojci/m.809.jpg?1500583334,FLOWERS,NULL
Hortensia,https://fimgs.net/mdimg/sastojci/m.271.jpg?1441132241,FLOWERS,"a fresh floral with hints of clean, camphorous tonalities, produced by the steam distillation of the plant's leaves and flowers."
"Hoya carnosa, wax plant",https://fimgs.net/mdimg/sastojci/m.551.jpg?1441132436,FLOWERS,"The scent depends on certain specie of the plant, can vary from vanilla, sweet to fresh citrusy."
Hyacinth,https://fimgs.net/mdimg/sastojci/m.22.jpg?1441241328,FLOWERS,An intense sharp green multifaceted floral note. 
Hyssop,https://fimgs.net/mdimg/sastojci/m.426.jpg?1441243489,FLOWERS,Hyssop oil has a warm aromatic sharp camphoraceous scent.
Impatiens,https://fimgs.net/mdimg/sastojci/m.567.jpg?1598664566,FLOWERS,A fantasy delicate floral note of fragile shade loving impatiens. 
Iris,https://fimgs.net/mdimg/sastojci/m.11.jpg?1441132982,FLOWERS,"A natural iris (iris root) note is earthy, woody, powdery, reminiscent of boiled carrot. A fantasy iris note is a powdery floral, reminiscent of the violet flower."
Jacaranda,https://fimgs.net/mdimg/sastojci/m.677.jpg?1429192153,FLOWERS,NULL
Jade Flower,https://fimgs.net/mdimg/sastojci/m.629.jpg?1441133271,FLOWERS,NULL
Jasmine Orchid,https://fimgs.net/mdimg/sastojci/m.995.jpg?1559672814,FLOWERS,NULL
Jujube Blossom,https://fimgs.net/mdimg/sastojci/m.1037.jpg?1581390683,FLOWERS,NULL
Kadam,https://fimgs.net/mdimg/sastojci/m.737.jpg?1449024358,FLOWERS,"A sweet tropical floral woody scent, similar to champaca."
Kanuka,https://fimgs.net/mdimg/sastojci/m.785.jpg?1453921830,FLOWERS,NULL
Kiwi blossom,https://fimgs.net/mdimg/sastojci/m.443.jpg?1598647076,FLOWERS,A tropical fruity floral tropical note.
Kudzu,https://fimgs.net/mdimg/sastojci/m.472.jpg?1441141982,FLOWERS,NULL
Laburnum,https://fimgs.net/mdimg/sastojci/m.234.jpg?1441240265,FLOWERS,"also called ""golden chain tree"", lightly fragrant tree with resinous properties of its sapwood for musical instruments use"
Lady of the Night Flower,https://fimgs.net/mdimg/sastojci/m.750.jpg?1451159674,FLOWERS,NULL
Lady Slipper Orchid,https://fimgs.net/mdimg/sastojci/m.878.jpg?1523309445,FLOWERS,NULL
Lamduan Flower,https://fimgs.net/mdimg/sastojci/m.855.jpg?1517457504,FLOWERS,NULL
Lamprocapnos,https://fimgs.net/mdimg/sastojci/m.858.jpg?1518613466,FLOWERS,NULL
Lantana,https://fimgs.net/mdimg/sastojci/m.600.jpg?1372412863,FLOWERS,NULL
Larkspur,https://fimgs.net/mdimg/sastojci/m.972.jpg?1554891116,FLOWERS,NULL
Laurel Blossom,https://fimgs.net/mdimg/sastojci/m.1019.jpg?1572990439,FLOWERS,NULL
Lavender,https://fimgs.net/mdimg/sastojci/m.1.jpg?1455423401,FLOWERS,"An aromatic floral clean note, with green, fresh spicy, licorice facets. "
Leatherwood,https://fimgs.net/mdimg/sastojci/m.766.jpg?1452828706,FLOWERS,NULL
Liatris,https://fimgs.net/mdimg/sastojci/m.490.jpg?1441143687,FLOWERS,"a sweet floral, sultry, honey note."
Lilac,https://fimgs.net/mdimg/sastojci/m.152.jpg?1441133765,FLOWERS,A fine floral powdery fragrance with nuances of honey and jasmine-like green freshness. 
Lily-of-the-Valley,https://fimgs.net/mdimg/sastojci/m.109.jpg?1441242459,FLOWERS,"A green white floral note with soapy, sweet jasmine-like nuances."
Lime (Linden) Blossom,https://fimgs.net/mdimg/sastojci/m.288.jpg?1441143991,FLOWERS,"a bright yellow floral, with a honey and green nuance."
Lotus,https://fimgs.net/mdimg/sastojci/m.27.jpg?1441156445,FLOWERS,"An aquatic floral note, light and airy. "
Lupin,https://fimgs.net/mdimg/sastojci/m.614.jpg?1441156765,FLOWERS,NULL
Lydia Broom,https://fimgs.net/mdimg/sastojci/m.368.jpg?1441157278,FLOWERS,"plant belonging in the Genista family with dry, bracken-like and honey nuanced scent profile"
Lysylang,https://fimgs.net/mdimg/sastojci/m.1065.jpg?1604000255,FLOWERS,"A fruity-floral scent with nuances of ylang-ylang, frangipani and jasmine, and a tropical coconut undertone and delicate spicy nuances of lilies."
Magnolia,https://fimgs.net/mdimg/sastojci/m.147.jpg?1441210562,FLOWERS,"waxy lemony tinged floral, fresh and lush at the same time"
Magnolia brooklynensis,https://fimgs.net/mdimg/sastojci/m.1129.jpg?1621537006,FLOWERS,A fantasy floral note
Malva,https://fimgs.net/mdimg/sastojci/m.804.jpg?1598724973,FLOWERS,"The scent is rosy, aromatic, spicy, green."
Mango blossom,https://fimgs.net/mdimg/sastojci/m.380.jpg?1598577626,FLOWERS,a very sweet floral scent with fruity tropical nuance
Mariposa Lily,https://fimgs.net/mdimg/sastojci/m.1008.jpg?1568169766,FLOWERS,NULL
Mayflower,https://fimgs.net/mdimg/sastojci/m.869.jpg?1598651906,FLOWERS,NULL
Meadowsweet,https://fimgs.net/mdimg/sastojci/m.849.jpg?1517012662,FLOWERS,NULL
Melilotus,https://fimgs.net/mdimg/sastojci/m.612.jpg?1441210121,FLOWERS,NULL
Mignonette,https://fimgs.net/mdimg/sastojci/m.226.jpg?1441234067,FLOWERS,a very sweet-smelling and pleasant Mediterranean flower with violet-like and fruity nuances.
Mimosa,https://fimgs.net/mdimg/sastojci/m.167.jpg?1441211673,FLOWERS,A very sweet powdery floral note with light green and woody nuances.
Mimusops elengi,https://fimgs.net/mdimg/sastojci/m.740.jpg?1449092981,FLOWERS,NULL
Mirabilis,https://fimgs.net/mdimg/sastojci/m.356.jpg?1441222400,FLOWERS,"also called 4 o'clock flower or marvel of Peru, fantasy note reminiscent of the decorative beauty of the small bell shaped flowers which smell intensely sweet"
Monarda,https://fimgs.net/mdimg/sastojci/m.892.jpg?1533999158,FLOWERS,NULL
Monoi Oil,https://fimgs.net/mdimg/sastojci/m.668.jpg?1588445856,FLOWERS,"a note of tiare flower mixed with coconut, usually associated with suntan lotion."
Morning Glory Flower,https://fimgs.net/mdimg/sastojci/m.967.jpg?1599067840,FLOWERS,NULL
Moss flox,https://fimgs.net/mdimg/sastojci/m.1127.jpg?1621534849,FLOWERS,The smell of its flowers somewhat resembles the one of marijuana. 
Myrtle,https://fimgs.net/mdimg/sastojci/m.328.jpg?1441211946,FLOWERS,a herbal camphoraceous fragrance with sweet and fresh aromatic nuances.
Narcissus,https://fimgs.net/mdimg/sastojci/m.18.jpg?1441212348,FLOWERS,"It has a heady, opulent floral animalic scent with green nuances and a hint of hay and tobacco. "
Nasturtium,https://fimgs.net/mdimg/sastojci/m.384.jpg?1441212687,FLOWERS,a sweet green and spicy floral note.
Nectarine blossom,https://fimgs.net/mdimg/sastojci/m.635.jpg?1401032481,FLOWERS,NULL
Nerium Oleander,https://fimgs.net/mdimg/sastojci/m.304.jpg?1441222663,FLOWERS,"a talcum-like floral note, with hints of pollen sweetness"
Nigella,https://fimgs.net/mdimg/sastojci/m.874.jpg?1598639338,FLOWERS,"The nigella seeds oil, after aging, has a pleasant fruity-woody musky fragrance, like ambrette seeds oil, cognac, and wild strawberries."
Night Blooming Jasmine,https://fimgs.net/mdimg/sastojci/m.738.jpg?1587008760,FLOWERS,an intense sweet jasmine-like fragrance.
Olive flower,https://fimgs.net/mdimg/sastojci/m.427.jpg?1588376877,FLOWERS,NULL
Opium,https://fimgs.net/mdimg/sastojci/m.340.jpg?1587012834,FLOWERS,"a hypnotic note from the Papaver Somniferum poppy with a dry, powdery aspect and a balsamic touch."
Orange Cassia Tree,https://fimgs.net/mdimg/sastojci/m.914.jpg?1542711200,FLOWERS,NULL
Orchard Blossom,https://fimgs.net/mdimg/sastojci/m.1031.jpg?1576180987,FLOWERS,NULL
Orchid,https://fimgs.net/mdimg/sastojci/m.154.jpg?1585632086,FLOWERS,Usually a fantasy synthetic floral note.
Orchid Cactus,https://fimgs.net/mdimg/sastojci/m.860.jpg?1518798080,FLOWERS,NULL
Orchid Pink Leopard,https://fimgs.net/mdimg/sastojci/m.1087.jpg?1613521193,FLOWERS,NULL
Ornithogalum,https://fimgs.net/mdimg/sastojci/m.1068.jpg?1604409488,FLOWERS,NULL
Orris Root,https://fimgs.net/mdimg/sastojci/m.101.jpg?1441243664,FLOWERS,"A powdery earthy rooty scent, with woody, violet flower nuances."
Osmanthus,https://fimgs.net/mdimg/sastojci/m.10.jpg?1440791367,FLOWERS,"An apricot-smelling flower, soft, sensuous, with a milky, woody nd leather nuance."
Pansy,https://fimgs.net/mdimg/sastojci/m.425.jpg?1441054456,FLOWERS,NULL
Papaya blossom,https://fimgs.net/mdimg/sastojci/m.448.jpg?1441048919,FLOWERS,NULL
Paramela,https://fimgs.net/mdimg/sastojci/m.792.jpg?1454891073,FLOWERS,NULL
Passion Flower,https://fimgs.net/mdimg/sastojci/m.162.jpg?1440792060,FLOWERS,"A sweet tropical fragrance, reminiscent of grapes."
Pataqueira,https://fimgs.net/mdimg/sastojci/m.732.jpg?1448823320,FLOWERS,NULL
Peach Blossom,https://fimgs.net/mdimg/sastojci/m.239.jpg?1441046365,FLOWERS,a fantasy soft floral note with a fruity nuance of peach.
Pear Blossom,https://fimgs.net/mdimg/sastojci/m.526.jpg?1441047846,FLOWERS,An airy fruity floral note.
Pelargonium,https://fimgs.net/mdimg/sastojci/m.287.jpg?1441229872,FLOWERS,the same as geranium. A green aromatic rose fragrance. Extracted from leaves and young twigs.
Peony,https://fimgs.net/mdimg/sastojci/m.155.jpg?1441044564,FLOWERS,A fresh floral fantasy note. It can't be extracted from peony flowers. 
Periwinkle,https://fimgs.net/mdimg/sastojci/m.689.jpg?1598658165,FLOWERS,NULL
Petunia,https://fimgs.net/mdimg/sastojci/m.736.jpg?1449023099,FLOWERS,NULL
Phlox,https://fimgs.net/mdimg/sastojci/m.863.jpg?1519698328,FLOWERS,NULL
Pineapple blossom,https://fimgs.net/mdimg/sastojci/m.707.jpg?1598649742,FLOWERS,A fantasy fruity floral note.
Pittosporum,https://fimgs.net/mdimg/sastojci/m.90.jpg?1441231517,FLOWERS,"a sweet, heady floral scent reminiscent of jasmine and orange blossom."
Plum blossom,https://fimgs.net/mdimg/sastojci/m.385.jpg?1441051920,FLOWERS,a fantasy floral note with a fruity nuance.
Plumeria,https://fimgs.net/mdimg/sastojci/m.1108.jpg?1618453583,FLOWERS,NULL
Poinsettia,https://fimgs.net/mdimg/sastojci/m.251.jpg?1441044327,FLOWERS,"flower with a pine-like terpenic scent profile, prone to fungus though giving it a mushroom note"
Pomegranate Blossom,https://fimgs.net/mdimg/sastojci/m.255.jpg?1441048396,FLOWERS,sweetish tangy bloom with a nuance of dark fruit
Poppy,https://fimgs.net/mdimg/sastojci/m.339.jpg?1441157982,FLOWERS,"a hazy, powdery floral note."
Primrose,https://fimgs.net/mdimg/sastojci/m.452.jpg?1441133625,FLOWERS,NULL
Princess Tree (Paulownia),https://fimgs.net/mdimg/sastojci/m.112.jpg?1441435243,FLOWERS,NULL
Privet,https://fimgs.net/mdimg/sastojci/m.354.jpg?1441135804,FLOWERS,"spring-smelling, fresh note reminiscent of the privet bush with a cat-piss nuance sometimes"
Prunella,https://fimgs.net/mdimg/sastojci/m.510.jpg?1441232798,FLOWERS,NULL
Rangoon creeper,https://fimgs.net/mdimg/sastojci/m.819.jpg?1504332123,FLOWERS,"Sweet and fruity, strong and intoxicating, reminiscent of white flowers and honeysuckle."
Raspberry blossom,https://fimgs.net/mdimg/sastojci/m.534.jpg?1441050809,FLOWERS,A fantasy fruity floral note with a nuance of rose.
Reseda,https://fimgs.net/mdimg/sastojci/m.690.jpg?1441233692,FLOWERS,NULL
Rhododendron,https://fimgs.net/mdimg/sastojci/m.209.jpg?1441234688,FLOWERS,a soft and sweet fantasy floral note
Rosa rubiginosa,https://fimgs.net/mdimg/sastojci/m.678.jpg?1429648740,FLOWERS,NULL
Rose,https://fimgs.net/mdimg/sastojci/m.105.jpg?1585546136,FLOWERS,"the king of flowers, lemony fresh with various nuances of powder, wood notes or fruit, feminine, clean, intensely romantic"
Rose Hip,https://fimgs.net/mdimg/sastojci/m.202.jpg?1585806281,FLOWERS,"a rosy fruity note.
"
Rose Japanese (Hamanasu),https://fimgs.net/mdimg/sastojci/m.352.jpg?1441235979,FLOWERS,orange-laced note with sweet aspects
Rose Mallow,https://fimgs.net/mdimg/sastojci/m.241.jpg?1441237590,FLOWERS,"flower with a fresh aniseed undertone, used in perfumery paired with resins and intense, heady florals such as narcissus"
Rosebay Willowherb,https://fimgs.net/mdimg/sastojci/m.642.jpg?1406405809,FLOWERS,NULL
Roselle,https://fimgs.net/mdimg/sastojci/m.1107.jpg?1618453116,FLOWERS,NULL
Safflower,https://fimgs.net/mdimg/sastojci/m.113.jpg?1441130415,FLOWERS,A delicate floral fragrance.
Sainfoins,https://fimgs.net/mdimg/sastojci/m.630.jpg?1441236773,FLOWERS,NULL
Sand Lily,https://fimgs.net/mdimg/sastojci/m.1049.jpg?1591008640,FLOWERS,NULL
Santolina,https://fimgs.net/mdimg/sastojci/m.649.jpg?1598595490,FLOWERS,NULL
Saucer magnolia,https://fimgs.net/mdimg/sastojci/m.1128.jpg?1621535409,FLOWERS,A fantasy floral note.
Silk Tree Blossom,https://fimgs.net/mdimg/sastojci/m.396.jpg?1441049073,FLOWERS,a beautiful fruity floral note reminiscent of the smell of Albizia flowers.
Smoketree,https://fimgs.net/mdimg/sastojci/m.1061.jpg?1602119949,FLOWERS,NULL
Snakeroot,https://fimgs.net/mdimg/sastojci/m.968.jpg?1554187047,FLOWERS,NULL
Snowdrops,https://fimgs.net/mdimg/sastojci/m.294.jpg?1441238488,FLOWERS,"a spring-smelling, cool, fresh fantasy floral note inspired by the tiny blossoms of snowdrop."
Solomon`s seal,https://fimgs.net/mdimg/sastojci/m.658.jpg?1419243056,FLOWERS,NULL
Sophora Toromiro Flower,https://fimgs.net/mdimg/sastojci/m.1067.jpg?1604119459,FLOWERS,NULL
Sour Cherry Blossom,https://fimgs.net/mdimg/sastojci/m.207.jpg?1598663252,FLOWERS,a fantasy floral fruity note of a delicate nature.
Spanish Broom,https://fimgs.net/mdimg/sastojci/m.446.jpg?1441044768,FLOWERS,"A sweet yellow floral with honey, pollen nuances."
Spiraea,https://fimgs.net/mdimg/sastojci/m.638.jpg?1598895916,FLOWERS,NULL
St. John's Wort,https://fimgs.net/mdimg/sastojci/m.418.jpg?1441136639,FLOWERS,NULL
Strawberry Flower,https://fimgs.net/mdimg/sastojci/m.1082.jpg?1612752931,FLOWERS,NULL
Strelitzia,https://fimgs.net/mdimg/sastojci/m.283.jpg?1441233430,FLOWERS,"also called Bird of Paradise, subtly tropical and herbal smelling, a fantasy note in perfumes"
Strobilanthes callosa,https://fimgs.net/mdimg/sastojci/m.1046.jpg?1598598207,FLOWERS,NULL
Sunflower,https://fimgs.net/mdimg/sastojci/m.228.jpg?1441237871,FLOWERS,"a subtle scent of herbal and hay-like nuance, very soft."
Sweet Pea,https://fimgs.net/mdimg/sastojci/m.92.jpg?1441237353,FLOWERS,a light sweet fruity floral note.
Taif Rose,https://fimgs.net/mdimg/sastojci/m.115.jpg?1441236311,FLOWERS,a variety of rose that has a faint tea-like tannic nuance to its powdery soft bouquet
Tamarisk,https://fimgs.net/mdimg/sastojci/m.773.jpg?1453408624,FLOWERS,NULL
Tobacco blossom,https://fimgs.net/mdimg/sastojci/m.346.jpg?1441049972,FLOWERS,"summary hay and leather scent with dry floral tonality, very inviting, and not at all smelling like rich pipe tobacco or cigarette ash"
Trillium,https://fimgs.net/mdimg/sastojci/m.1011.jpg?1569812897,FLOWERS,NULL
Tulip,https://fimgs.net/mdimg/sastojci/m.222.jpg?1441238331,FLOWERS,a floral note with saffron and green nuance.
Vanilla Bahiana,https://fimgs.net/mdimg/sastojci/m.1097.jpg?1615685969,FLOWERS,NULL
Viburnum,https://fimgs.net/mdimg/sastojci/m.1058.jpg?1599009667,FLOWERS,"Viburnum flowers are delicately sweetly scented with a hint of vanilla, almond and fruity nuances, similar to heliotrope and honeysuckle. "
Violet,https://fimgs.net/mdimg/sastojci/m.116.jpg?1441155792,FLOWERS,"A sweet and powdery, airy and dewy floral note. "
Violet Woodsorrel,https://fimgs.net/mdimg/sastojci/m.433.jpg?1441236550,FLOWERS,NULL
Wallflower,https://fimgs.net/mdimg/sastojci/m.235.jpg?1588396796,FLOWERS,a fantasy floral note.
